City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
191,Surt,LY,2021-01-18 01:17:49,31.2089,16.5887,55.22,62,0,19.04,clear sky
192,Dubti,ET,2021-01-18 01:17:49,11.7361,41.0853,70.56,59,100,7.74,overcast clouds
193,Lavrentiya,RU,2021-01-18 01:16:08,65.5833,-171.0,-11.85,82,100,10.13,overcast clouds
194,Mahibadhoo,MV,2021-01-18 01:17:49,3.7833,72.9667,81.07,75,0,10.58,clear sky
195,Geraldton,AU,2021-01-18 01:09:38,-28.7667,114.6,89.6,43,40,9.22,scattered clouds
196,Airai,TL,2021-01-18 01:12:14,-8.9266,125.4092,66.61,94,99,3.27,overcast clouds
197,Longyearbyen,SJ,2021-01-18 01:11:57,78.2186,15.6401,19.4,63,75,32.21,broken clouds
198,Arzachena,IT,2021-01-18 01:17:50,41.0769,9.3887,46.4,87,40,4.61,scattered clouds
199,Kirov,RU,2021-01-18 01:17:50,58.5966,49.6601,-13.85,89,8,4.88,clear sky
200,Victoria,HK,2021-01-18 01:13:08,22.2855,114.1577,57.0,50,0,1.01,clear sky
201,Husavik,IS,2021-01-18 01:09:32,66.0449,-17.3389,32.0,93,90,2.3,snow
202,Codrington,AU,2021-01-18 01:17:50,-38.2667,141.9667,61.59,70,89,15.26,overcast clouds
203,Esperance,AU,2021-01-18 01:11:09,-33.8667,121.9,68.0,60,0,12.66,clear sky
204,Hamilton,US,2021-01-18 01:14:28,39.1834,-84.5333,33.01,80,90,8.05,light snow
205,Kaitangata,NZ,2021-01-18 01:17:51,-46.2817,169.8464,62.01,41,100,5.99,overcast clouds
206,Santiago,CL,2021-01-18 01:17:11,-33.4569,-70.6483,77.0,31,0,11.5,clear sky
207,Poum,NC,2021-01-18 01:17:51,-20.2333,164.0167,83.17,78,14,13.38,light rain
208,Nautla,MX,2021-01-18 01:17:52,20.2167,-96.7833,68.05,86,95,6.31,overcast clouds
209,Rocha,UY,2021-01-18 01:17:52,-34.4833,-54.3333,61.59,82,1,6.69,clear sky
210,Ube,JP,2021-01-18 01:17:52,33.9431,131.2511,41.0,70,75,11.5,light rain
211,Dunedin,NZ,2021-01-18 01:09:45,-45.8742,170.5036,62.01,70,100,1.99,light rain
212,Sfantu Gheorghe,RO,2021-01-18 01:17:52,45.8667,25.7833,16.0,87,100,5.01,overcast clouds
213,Fortuna,US,2021-01-18 01:11:46,40.5982,-124.1573,55.0,93,1,8.05,clear sky
214,Davila,PH,2021-01-18 01:17:53,18.4726,120.5763,78.8,61,20,19.57,few clouds
215,Usinsk,RU,2021-01-18 01:17:53,65.9939,57.5281,-23.55,86,74,7.54,broken clouds
216,Port Lincoln,AU,2021-01-18 01:13:03,-34.7333,135.8667,63.66,71,100,11.95,overcast clouds
217,Komarno,SK,2021-01-18 01:17:53,47.7636,18.1226,18.0,79,0,5.75,clear sky
218,Brae,GB,2021-01-18 01:17:54,60.3964,-1.353,42.8,81,20,21.85,light rain
219,Coihaique,CL,2021-01-18 01:10:43,-45.5752,-72.0662,59.0,72,90,3.44,overcast clouds
220,Darab,IR,2021-01-18 01:17:54,28.7519,54.5444,49.21,55,0,2.89,clear sky
221,Kamenskiy,RU,2021-01-18 01:17:54,50.8855,45.488,-3.69,91,100,6.4,overcast clouds
222,Vaitape,PF,2021-01-18 01:17:54,-16.5167,-151.75,82.09,74,0,12.33,clear sky
223,Port Macquarie,AU,2021-01-18 01:17:54,-31.4333,152.9167,82.99,56,94,1.99,overcast clouds
224,Hurfeish,IL,2021-01-18 01:17:55,33.0171,35.3484,57.99,70,43,1.01,light rain
225,San Carlos,VE,2021-01-18 01:10:43,9.6612,-68.5827,74.7,72,19,4.54,few clouds
226,Haines Junction,CA,2021-01-18 01:12:23,60.7522,-137.5108,35.6,69,5,4.61,moderate rain
227,Veraval,IN,2021-01-18 01:11:50,20.9,70.3667,66.43,52,0,8.43,clear sky
228,Sept-Iles,CA,2021-01-18 01:09:20,50.2001,-66.3821,32.0,93,100,13.8,snow
229,San Lawrenz,MT,2021-01-18 01:12:31,36.0553,14.204,57.2,77,40,27.63,scattered clouds
230,Finnsnes,NO,2021-01-18 01:17:55,69.2296,17.9811,14.0,85,100,2.3,light snow
231,Yurkivka,UA,2021-01-18 01:17:56,49.0126,31.1013,6.57,92,2,4.7,clear sky
232,Dauphin,CA,2021-01-18 01:12:44,51.1494,-100.0502,0.86,91,100,3.94,overcast clouds
233,Huarmey,PE,2021-01-18 01:17:56,-10.0681,-78.1522,69.91,83,99,8.23,overcast clouds
234,Kemin,KG,2021-01-18 01:17:56,42.7846,75.6892,36.16,63,100,5.59,overcast clouds
235,Bose,IT,2021-01-18 01:17:56,45.4612,8.0137,30.99,91,95,2.3,overcast clouds
236,Rabat,MA,2021-01-18 01:17:57,33.9911,-6.8401,42.8,100,0,3.44,mist
237,Gilbues,BR,2021-01-18 01:17:57,-9.8317,-45.3439,79.14,61,100,1.41,overcast clouds
238,Maumere,ID,2021-01-18 01:13:16,-8.6199,122.2111,81.79,78,100,6.29,light rain
239,Lhokseumawe,ID,2021-01-18 01:14:18,5.1801,97.1507,78.57,82,100,9.53,overcast clouds
240,Matara,LK,2021-01-18 01:17:57,5.9485,80.5353,74.52,88,68,5.84,broken clouds
241,Pangnirtung,CA,2021-01-18 01:11:44,66.1451,-65.7125,-18.22,79,1,1.72,clear sky
242,Ambunti,PG,2021-01-18 01:17:57,-4.2365,142.8448,84.9,75,100,2.8,light rain
243,Joroan,PH,2021-01-18 01:17:58,13.4885,123.6189,78.49,81,100,10.74,overcast clouds
244,Batagay-Alyta,RU,2021-01-18 01:17:58,67.8006,130.4114,-37.37,81,100,1.16,overcast clouds
245,Abu Dhabi,AE,2021-01-18 01:07:58,24.4667,54.3667,64.4,45,0,3.44,clear sky
246,Lebu,CL,2021-01-18 01:17:58,-37.6167,-73.65,57.47,85,0,21.56,clear sky
247,Namibe,AO,2021-01-18 01:17:58,-15.1961,12.1522,72.25,76,98,8.86,overcast clouds
248,Mahebourg,MU,2021-01-18 01:16:25,-20.4081,57.7,78.8,83,40,11.5,scattered clouds
249,Nikolskoye,RU,2021-01-18 01:09:02,59.7035,30.7861,19.0,93,75,4.47,snow
250,Flinders,AU,2021-01-18 01:10:47,-34.5833,150.8552,82.0,63,0,5.01,clear sky
251,Igurubi,TZ,2021-01-18 01:17:59,-4.0,33.7,68.16,83,91,4.74,overcast clouds
252,Karmaskaly,RU,2021-01-18 01:17:59,54.3709,56.1837,-9.0,84,40,3.98,scattered clouds
253,Naberera,TZ,2021-01-18 01:10:58,-4.2,36.9333,63.64,95,95,3.44,light rain
254,Cockburn Town,TC,2021-01-18 01:12:19,21.4612,-71.1419,77.0,78,40,9.22,scattered clouds
255,Talipparamba,IN,2021-01-18 01:18:00,12.05,75.35,72.48,76,100,3.29,overcast clouds
256,Castanhal,BR,2021-01-18 01:18:00,-1.2939,-47.9264,77.0,94,40,5.75,scattered clouds
257,Coahuayana,MX,2021-01-18 01:10:46,18.7333,-103.6833,73.4,73,75,1.9,broken clouds
258,Pontianak,ID,2021-01-18 01:18:01,-0.0333,109.3333,77.0,88,40,5.75,scattered clouds
259,Barra Patuca,HN,2021-01-18 01:18:01,15.8,-84.2833,76.91,83,100,7.74,overcast clouds
260,Presidencia Roque Saenz Pena,AR,2021-01-18 01:10:43,-26.7852,-60.4388,71.01,62,0,1.99,clear sky
261,Gouyave,GD,2021-01-18 01:18:01,12.1646,-61.7296,78.8,83,20,18.41,few clouds
262,Beyneu,KZ,2021-01-18 01:18:02,45.3167,55.2,32.76,95,0,15.59,clear sky
263,Nefteyugansk,RU,2021-01-18 01:18:02,61.0998,72.6035,-16.6,76,40,11.18,scattered clouds
264,Banamba,ML,2021-01-18 01:18:02,13.55,-7.45,66.79,23,100,11.41,overcast clouds
265,Baoding,CN,2021-01-18 01:18:02,38.8511,115.4903,25.7,63,0,2.75,clear sky
266,Havelock,US,2021-01-18 01:14:17,34.8791,-76.9013,45.0,75,1,8.05,clear sky
267,Yuanping,CN,2021-01-18 01:18:02,38.7153,112.7575,19.51,64,0,1.5,clear sky
268,Warren,US,2021-01-18 01:15:47,39.4334,-84.1666,33.01,95,96,1.99,light snow
269,Hovd,MN,2021-01-18 01:12:06,48.0056,91.6419,0.54,80,3,1.45,clear sky
270,Moussoro,TD,2021-01-18 01:18:03,13.6408,16.4901,67.14,24,0,10.56,clear sky
271,Chabahar,IR,2021-01-18 01:18:03,25.2919,60.643,67.57,74,0,2.19,clear sky
272,Timizart,DZ,2021-01-18 01:18:03,36.8,4.2667,45.43,57,0,3.0,clear sky
273,Astoria,US,2021-01-18 01:18:03,46.1879,-123.8313,48.99,93,90,4.61,mist
274,Chicama,PE,2021-01-18 01:09:33,-7.8447,-79.1469,72.21,74,92,5.55,overcast clouds
275,Manta,EC,2021-01-18 01:18:04,-0.95,-80.7333,78.8,78,75,5.75,broken clouds
276,Xapuri,BR,2021-01-18 01:18:04,-10.6517,-68.5044,75.78,88,90,2.73,overcast clouds
277,Saint-Francois,FR,2021-01-18 01:16:37,46.4154,3.9054,36.0,93,90,2.3,overcast clouds
278,Comodoro Rivadavia,AR,2021-01-18 01:12:57,-45.8667,-67.5,78.8,36,0,17.27,clear sky
279,Ayorou,NE,2021-01-18 01:18:04,14.7308,0.9174,71.6,19,94,10.25,overcast clouds
280,Kjollefjord,NO,2021-01-18 01:18:04,70.9457,27.3465,33.44,95,100,16.02,snow
281,Hailar,CN,2021-01-18 01:18:05,49.2,119.7,-24.41,81,0,6.69,clear sky
282,Ouadda,CF,2021-01-18 01:18:05,8.0777,22.4007,68.63,23,47,5.97,scattered clouds
283,Walvis Bay,NA,2021-01-18 01:11:11,-22.9575,14.5053,66.0,88,100,10.25,overcast clouds
284,Marawi,PH,2021-01-18 01:16:31,7.9986,124.2928,77.0,88,100,4.0,moderate rain
285,Hobyo,SO,2021-01-18 01:18:05,5.3505,48.5268,75.15,78,0,12.97,clear sky
286,Bilma,NE,2021-01-18 01:18:05,18.6853,12.9164,60.17,29,92,15.93,overcast clouds
287,Porto Novo,BJ,2021-01-18 01:09:19,6.4965,2.6036,82.4,78,20,10.36,few clouds
288,La Seyne-Sur-Mer,FR,2021-01-18 01:18:06,43.0982,5.8847,44.01,51,0,5.99,clear sky
289,Pushkino,RU,2021-01-18 01:18:06,56.0172,37.8667,-11.2,84,20,4.47,few clouds
290,Polunochnoye,RU,2021-01-18 01:11:08,60.8697,60.4153,-13.9,86,7,5.37,clear sky
291,Zamora,EC,2021-01-18 01:18:06,-4.0692,-78.9567,69.21,72,97,3.42,light rain
292,Le Mars,US,2021-01-18 01:18:07,42.7942,-96.1656,30.99,93,90,4.61,overcast clouds
293,Agadez,NE,2021-01-18 01:09:42,19.75,10.25,54.91,34,100,13.13,overcast clouds
294,Fort-Shevchenko,KZ,2021-01-18 01:16:28,44.5086,50.263,39.42,81,99,14.52,overcast clouds
295,Prince Rupert,CA,2021-01-18 01:12:38,54.3161,-130.3201,44.6,87,90,8.05,light rain
296,Fort Nelson,CA,2021-01-18 01:11:57,58.8053,-122.7002,23.0,86,40,2.3,scattered clouds
297,Bajil,YE,2021-01-18 01:18:07,15.0584,43.2851,72.77,82,100,2.48,overcast clouds
298,Ndele,CF,2021-01-18 01:18:07,8.4109,20.6473,69.35,24,88,4.7,overcast clouds
299,Naze,JP,2021-01-18 01:11:42,28.3667,129.4833,53.6,82,75,6.91,broken clouds
300,Kudat,MY,2021-01-18 01:18:08,6.8837,116.8477,75.2,100,40,3.44,scattered clouds
301,Dobrinka,RU,2021-01-18 01:15:40,52.1653,40.4731,-6.32,91,100,3.89,overcast clouds
302,Pimentel,PE,2021-01-18 01:18:08,-6.8367,-79.9342,71.6,73,0,21.85,clear sky
303,Sexsmith,CA,2021-01-18 01:18:08,55.35,-118.786,39.2,60,75,20.71,broken clouds
304,Hvide Sande,DK,2021-01-18 01:18:08,56.0045,8.1294,33.01,84,98,1.99,light rain
305,Ust-Tsilma,RU,2021-01-18 01:11:51,65.441,52.1498,-19.41,87,9,3.42,clear sky
306,Tabou,CI,2021-01-18 01:09:39,4.423,-7.3528,78.31,84,3,6.78,clear sky
307,Reconquista,AR,2021-01-18 01:18:09,-29.15,-59.65,67.12,57,0,6.98,clear sky
308,Broome,US,2021-01-18 01:14:18,42.2506,-75.833,36.0,74,90,8.05,overcast clouds
309,Houma,US,2021-01-18 01:16:27,29.5958,-90.7195,51.01,54,0,1.99,clear sky
310,Sahiwal,PK,2021-01-18 01:18:09,30.6667,73.1,45.91,61,0,6.73,clear sky
311,Tezu,IN,2021-01-18 01:09:36,27.9167,96.1667,61.07,44,0,3.56,clear sky
312,Hatton,LK,2021-01-18 01:18:10,6.8916,80.5955,57.29,96,47,2.84,scattered clouds
313,Stromness,GB,2021-01-18 01:18:10,58.965,-3.296,39.2,81,40,12.66,scattered clouds
314,Kavaratti,IN,2021-01-18 01:12:25,10.5669,72.642,81.86,75,0,8.5,clear sky
315,Ola,RU,2021-01-18 01:18:10,59.5833,151.2833,-9.45,87,100,17.05,light snow
316,Kloulklubed,PW,2021-01-18 01:18:10,7.0419,134.2556,80.6,83,90,5.75,light rain
317,Katsuura,JP,2021-01-18 01:18:10,35.1333,140.3,41.0,65,75,9.22,broken clouds
318,Mbour,SN,2021-01-18 01:18:11,14.422,-16.9638,73.4,64,96,9.22,overcast clouds
319,Sheltozero,RU,2021-01-18 01:18:11,61.3667,35.3667,13.08,96,53,7.16,broken clouds
320,Requena,ES,2021-01-18 01:18:11,39.4883,-1.1004,48.99,70,0,9.22,clear sky
321,Novikovo,RU,2021-01-18 01:18:11,51.1537,37.8879,1.13,92,100,4.92,overcast clouds
322,Malpe,IN,2021-01-18 01:18:11,13.35,74.7167,77.0,88,20,4.61,mist
323,Katima Mulilo,NA,2021-01-18 01:18:12,-17.5,24.2667,68.88,92,100,4.7,overcast clouds
324,Asau,RO,2021-01-18 01:18:12,46.4333,26.4,21.2,100,75,5.75,snow
325,Tautira,PF,2021-01-18 01:11:54,-17.7333,-149.15,86.0,66,40,14.97,scattered clouds
326,Ostrovnoy,RU,2021-01-18 01:11:53,68.0531,39.5131,16.36,95,100,18.3,light snow
327,Kumluca,TR,2021-01-18 01:18:12,36.3703,30.2869,46.45,51,47,2.77,scattered clouds
328,Isangel,VU,2021-01-18 01:09:08,-19.55,169.2667,87.8,79,75,5.75,broken clouds
329,Tazmalt,DZ,2021-01-18 01:18:13,36.3868,4.3989,45.57,55,0,3.67,clear sky
330,Necochea,AR,2021-01-18 01:18:13,-38.5473,-58.7368,57.99,81,96,12.93,overcast clouds
331,Poykovskiy,RU,2021-01-18 01:18:13,61.2333,73.3333,-16.6,76,40,11.18,scattered clouds
332,Ankazoabo,MG,2021-01-18 01:16:30,-22.2833,44.5167,72.68,86,9,1.86,clear sky
333,Vernon,CA,2021-01-18 01:18:13,50.2581,-119.2691,34.0,80,19,2.3,few clouds
334,Wamba,NG,2021-01-18 01:18:14,8.9333,8.6,72.18,22,22,4.56,few clouds
335,Coquimbo,CL,2021-01-18 01:12:07,-29.9533,-71.3436,59.0,88,20,8.05,few clouds
336,Lamu,KE,2021-01-18 01:18:14,-2.2717,40.902,76.48,89,94,10.31,overcast clouds
337,Chippewa Falls,US,2021-01-18 01:15:02,44.9369,-91.3929,27.0,74,90,8.05,overcast clouds
338,Evensk,RU,2021-01-18 01:11:01,61.95,159.2333,-0.15,79,85,20.74,overcast clouds
339,Maceio,BR,2021-01-18 01:12:39,-9.6658,-35.7353,75.2,88,20,3.44,few clouds
340,Vestmannaeyjar,IS,2021-01-18 01:18:15,63.4427,-20.2734,36.72,82,100,25.03,overcast clouds
341,Marsa Matruh,EG,2021-01-18 01:12:39,31.3525,27.2453,53.69,61,27,19.93,scattered clouds
342,La Rioja,ES,2021-01-18 01:18:15,42.25,-2.5,44.6,87,20,9.22,few clouds
343,Ituiutaba,BR,2021-01-18 01:18:15,-18.9689,-49.465,71.38,89,100,1.39,overcast clouds
344,Namatanai,PG,2021-01-18 01:12:03,-3.6667,152.4333,85.59,67,11,13.11,few clouds
345,Kautokeino,NO,2021-01-18 01:18:16,69.0125,23.0412,15.22,91,100,2.91,overcast clouds
346,Tatawin,TN,2021-01-18 01:18:16,32.9297,10.4518,48.2,49,0,11.5,clear sky
347,Waitati,NZ,2021-01-18 01:18:16,-45.75,170.5667,62.01,93,100,23.0,light rain
348,The Valley,AI,2021-01-18 01:11:03,18.217,-63.0578,78.8,78,40,10.36,scattered clouds
349,Pasighat,IN,2021-01-18 01:18:16,28.0667,95.3333,59.58,58,0,2.82,clear sky
350,Rodrigues Alves,BR,2021-01-18 01:10:44,-7.738,-72.6509,75.92,89,85,1.97,light rain
351,Westport,US,2021-01-18 01:07:56,41.1415,-73.3579,42.8,61,90,12.66,overcast clouds
352,Sur,OM,2021-01-18 01:16:06,22.5667,59.5289,67.01,57,0,4.23,clear sky
353,Omsukchan,RU,2021-01-18 01:18:17,62.5333,155.8,-36.98,80,100,6.64,overcast clouds
354,Kirkwood,US,2021-01-18 01:12:26,38.5834,-90.4068,34.0,86,90,10.36,mist
355,College,US,2021-01-18 01:09:22,64.8569,-147.8028,3.2,78,40,2.44,scattered clouds
356,Quang Ngai,VN,2021-01-18 01:09:58,15.1167,108.8,66.6,81,33,12.59,light rain
357,Cheney,US,2021-01-18 01:18:17,47.4874,-117.5758,34.0,100,90,5.75,overcast clouds
358,Guilin,CN,2021-01-18 01:18:17,25.2819,110.2864,41.0,75,0,2.8,clear sky
359,Solginskiy,RU,2021-01-18 01:18:18,61.05,41.3428,6.58,94,99,7.07,overcast clouds
360,Nioki,CD,2021-01-18 01:18:18,-2.7167,17.6833,71.58,90,85,0.78,light rain
361,Valpoi,IN,2021-01-18 01:18:18,15.5305,74.1356,77.0,100,20,8.05,mist
362,Jiaocheng,CN,2021-01-18 01:14:10,24.6774,116.1389,48.52,48,88,2.89,overcast clouds
363,Kashi,CN,2021-01-18 01:18:19,39.4547,75.9797,17.6,73,100,8.95,overcast clouds
364,Balkanabat,TM,2021-01-18 01:18:19,39.5108,54.3671,46.33,63,0,4.18,clear sky
365,Juneau,US,2021-01-18 01:18:19,58.3019,-134.4197,42.8,81,90,8.05,snow
366,Caravelas,BR,2021-01-18 01:12:17,-17.7125,-39.2481,74.98,85,0,5.5,clear sky
367,Nuristan,AF,2021-01-18 01:18:19,35.3,70.8333,9.63,76,40,7.34,scattered clouds
368,Ovalle,CL,2021-01-18 01:18:19,-30.5983,-71.2003,62.89,57,0,2.06,clear sky
369,Dir,PK,2021-01-18 01:18:20,35.2058,71.8756,39.47,54,0,4.81,clear sky
370,Tual,ID,2021-01-18 01:18:20,-5.6667,132.75,83.16,80,50,19.13,light rain
371,Viedma,AR,2021-01-18 01:09:21,-40.8135,-62.9967,65.17,46,0,8.66,clear sky
372,Raudeberg,NO,2021-01-18 01:12:29,61.9875,5.1352,39.0,87,23,18.19,few clouds
373,Port-Gentil,GA,2021-01-18 01:11:36,-0.7193,8.7815,80.2,79,97,11.54,light rain
374,Gigmoto,PH,2021-01-18 01:18:21,13.7796,124.39,79.61,80,100,14.5,overcast clouds
375,San Carlos De Bariloche,AR,2021-01-18 01:18:22,-41.1456,-71.3082,62.6,48,0,9.22,clear sky
376,Grand Gaube,MU,2021-01-18 01:09:06,-20.0064,57.6608,80.01,80,100,5.99,overcast clouds
377,Carauari,BR,2021-01-18 01:18:13,-4.8828,-66.8958,75.29,96,79,2.59,moderate rain
378,Sao Mateus,BR,2021-01-18 01:18:22,-18.7161,-39.8589,72.86,87,1,4.32,clear sky
379,Isabela,PH,2021-01-18 01:18:22,6.7085,121.9711,77.0,94,90,5.75,light rain
380,Saskylakh,RU,2021-01-18 01:18:22,71.9167,114.0833,-28.17,84,68,6.13,broken clouds
381,Rudersdorf,AT,2021-01-18 01:18:23,47.0404,16.1373,25.0,96,85,2.77,overcast clouds
382,Nikolayevka,RU,2021-01-18 01:18:23,53.1257,47.2041,-8.25,88,91,2.68,overcast clouds
383,Tutoia,BR,2021-01-18 01:18:23,-2.7619,-42.2744,79.09,88,100,9.78,overcast clouds
384,Merauke,ID,2021-01-18 01:09:17,-8.4667,140.3333,78.17,92,100,14.12,overcast clouds
